FittedPDBs,stoich,threshold,total number output,TP,FP,FN,precision,recall
6oo3,A4,1.85,10,1,9,0,0.100,1
6oo3,A4,1.9,10,1,9,0,0.100,1
6oo3,A4,1.95,10,1,9,0,0.100,1
3ixv,A24,0.05,3,0,3,1,0.000,0
3ixv,A24,0.1,5,0,5,1,0.000,0
3ixv,A24,0.15,9,0,9,1,0.000,0
3ixv,A24,0.2,11,1,10,0,0.091,1
3ixv,A24,0.25,15,1,14,0,0.067,1
3ixv,A24,0.3,17,1,16,0,0.059,1
3ixv,A24,0.35,21,1,20,0,0.048,1
3ixv,A24,0.4,23,1,22,0,0.043,1
3ixv,A24,0.45,27,1,26,0,0.037,1
3ixv,A24,0.5,29,1,28,0,0.034,1
3ixv,A24,0.55,31,1,30,0,0.032,1
3ixv,A24,0.6,35,1,34,0,0.029,1
3ixv,A24,0.65,37,1,36,0,0.027,1
3ixv,A24,0.7,41,1,40,0,0.024,1
3ixv,A24,0.75,43,1,42,0,0.023,1
3ixv,A24,0.8,47,1,46,0,0.021,1
3ixv,A24,0.85,49,1,48,0,0.020,1
3ixv,A24,0.9,53,1,52,0,0.019,1
3ixv,A24,0.95,55,1,54,0,0.018,1
3ixv,A24,1,57,1,56,0,0.018,1
3ixv,A24,1.05,59,1,58,0,0.017,1
3ixv,A24,1.1,60,1,59,0,0.017,1
3ixv,A24,1.15,62,1,61,0,0.016,1
3ixv,A24,1.2,63,1,62,0,0.016,1
3ixv,A24,1.25,65,1,64,0,0.015,1
3ixv,A24,1.3,66,1,65,0,0.015,1
3ixv,A24,1.35,68,1,67,0,0.015,1
3ixv,A24,1.4,69,1,68,0,0.014,1
3ixv,A24,1.45,70,1,69,0,0.014,1
3ixv,A24,1.5,72,1,71,0,0.014,1
3ixv,A24,1.55,73,1,72,0,0.014,1
3ixv,A24,1.6,75,1,74,0,0.013,1
3ixv,A24,1.65,76,1,75,0,0.013,1
3ixv,A24,1.7,78,1,77,0,0.013,1
3ixv,A24,1.75,79,1,78,0,0.013,1
3ixv,A24,1.8,81,1,80,0,0.012,1
3ixv,A24,1.85,82,1,81,0,0.012,1
3ixv,A24,1.9,84,1,83,0,0.012,1
3ixv,A24,1.95,85,1,84,0,0.012,1
5jm0,A4,0.05,1,1,0,0,1.000,1
5jm0,A4,0.1,1,1,0,0,1.000,1
5jm0,A4,0.15,1,1,0,0,1.000,1
5jm0,A4,0.2,1,1,0,0,1.000,1
5jm0,A4,0.25,2,1,1,0,0.500,1
5jm0,A4,0.3,3,1,2,0,0.333,1
5jm0,A4,0.35,3,1,2,0,0.333,1
5jm0,A4,0.4,3,1,2,0,0.333,1
5jm0,A4,0.45,3,1,2,0,0.333,1
5jm0,A4,0.5,4,1,3,0,0.250,1
5jm0,A4,0.55,5,1,4,0,0.200,1
5jm0,A4,0.6,5,1,4,0,0.200,1
5jm0,A4,0.65,5,1,4,0,0.200,1
5jm0,A4,0.7,5,1,4,0,0.200,1
5jm0,A4,0.75,6,1,5,0,0.167,1
5jm0,A4,0.8,7,1,6,0,0.143,1
5jm0,A4,0.85,7,1,6,0,0.143,1
5jm0,A4,0.9,7,1,6,0,0.143,1
5jm0,A4,0.95,8,1,7,0,0.125,1
5jm0,A4,1,8,1,7,0,0.125,1
5jm0,A4,1.05,8,1,7,0,0.125,1
5jm0,A4,1.1,8,1,7,0,0.125,1
5jm0,A4,1.15,8,1,7,0,0.125,1
5jm0,A4,1.2,9,1,8,0,0.111,1
5jm0,A4,1.25,9,1,8,0,0.111,1
5jm0,A4,1.3,9,1,8,0,0.111,1
5jm0,A4,1.35,9,1,8,0,0.111,1
5jm0,A4,1.4,9,1,8,0,0.111,1
5jm0,A4,1.45,10,1,9,0,0.100,1
5jm0,A4,1.5,10,1,9,0,0.100,1
5jm0,A4,1.55,10,1,9,0,0.100,1
5jm0,A4,1.6,10,1,9,0,0.100,1
5jm0,A4,1.65,10,1,9,0,0.100,1
5jm0,A4,1.7,11,1,10,0,0.091,1
5jm0,A4,1.75,11,1,10,0,0.091,1
5jm0,A4,1.8,11,1,10,0,0.091,1
5jm0,A4,1.85,11,1,10,0,0.091,1
5jm0,A4,1.9,11,1,10,0,0.091,1
5jm0,A4,1.95,12,1,11,0,0.083,1
5tj6,A4,0.05,0,0,0,1,#DIV/0!,0
5tj6,A4,0.1,1,1,0,0,1.000,1
5tj6,A4,0.15,1,1,0,0,1.000,1
5tj6,A4,0.2,2,1,1,0,0.500,1
5tj6,A4,0.25,2,1,1,0,0.500,1
5tj6,A4,0.3,2,1,1,0,0.500,1
5tj6,A4,0.35,3,1,2,0,0.333,1
5tj6,A4,0.4,3,1,2,0,0.333,1
5tj6,A4,0.45,3,1,2,0,0.333,1
5tj6,A4,0.5,4,1,3,0,0.250,1
5tj6,A4,0.55,4,1,3,0,0.250,1
5tj6,A4,0.6,4,1,3,0,0.250,1
5tj6,A4,0.65,5,1,4,0,0.200,1
5tj6,A4,0.7,5,1,4,0,0.200,1
5tj6,A4,0.75,6,1,5,0,0.167,1
5tj6,A4,0.8,6,1,5,0,0.167,1
5tj6,A4,0.85,6,1,5,0,0.167,1
5tj6,A4,0.9,7,1,6,0,0.143,1
5tj6,A4,0.95,7,1,6,0,0.143,1
5tj6,A4,1,7,1,6,0,0.143,1
5tj6,A4,1.05,7,1,6,0,0.143,1
5tj6,A4,1.1,7,1,6,0,0.143,1
5tj6,A4,1.15,8,1,7,0,0.125,1
5tj6,A4,1.2,8,1,7,0,0.125,1
5tj6,A4,1.25,8,1,7,0,0.125,1
5tj6,A4,1.3,8,1,7,0,0.125,1
5tj6,A4,1.35,8,1,7,0,0.125,1
5tj6,A4,1.4,8,1,7,0,0.125,1
5tj6,A4,1.45,9,1,8,0,0.111,1
5tj6,A4,1.5,9,1,8,0,0.111,1
5tj6,A4,1.55,9,1,8,0,0.111,1
5tj6,A4,1.6,9,1,8,0,0.111,1
5tj6,A4,1.65,9,1,8,0,0.111,1
5tj6,A4,1.7,10,1,9,0,0.100,1
5tj6,A4,1.75,10,1,9,0,0.100,1
5tj6,A4,1.8,10,1,9,0,0.100,1
5tj6,A4,1.85,10,1,9,0,0.100,1
5tj6,A4,1.9,10,1,9,0,0.100,1
5tj6,A4,1.95,11,1,10,0,0.091,1
3j9c,A7,0.05,0,0,0,1,#DIV/0!,0
3j9c,A7,0.1,2,0,2,1,0.000,0
3j9c,A7,0.15,2,0,2,1,0.000,0
3j9c,A7,0.2,2,0,2,1,0.000,0
3j9c,A7,0.25,2,0,2,1,0.000,0
3j9c,A7,0.3,4,1,3,0,0.250,1
3j9c,A7,0.35,4,1,3,0,0.250,1
3j9c,A7,0.4,4,1,3,0,0.250,1
3j9c,A7,0.45,5,1,4,0,0.200,1
3j9c,A7,0.5,6,1,5,0,0.167,1
3j9c,A7,0.55,6,1,5,0,0.167,1
3j9c,A7,0.6,6,1,5,0,0.167,1
3j9c,A7,0.65,8,1,7,0,0.125,1
3j9c,A7,0.7,8,1,7,0,0.125,1
3j9c,A7,0.75,8,1,7,0,0.125,1
3j9c,A7,0.8,8,1,7,0,0.125,1
3j9c,A7,0.85,10,1,9,0,0.100,1
3j9c,A7,0.9,10,1,9,0,0.100,1
3j9c,A7,0.95,10,1,9,0,0.100,1
3j9c,A7,1,11,1,10,0,0.091,1
3j9c,A7,1.05,11,1,10,0,0.091,1
3j9c,A7,1.1,11,1,10,0,0.091,1
3j9c,A7,1.15,11,1,10,0,0.091,1
3j9c,A7,1.2,12,1,11,0,0.083,1
3j9c,A7,1.25,12,1,11,0,0.083,1
3j9c,A7,1.3,12,1,11,0,0.083,1
3j9c,A7,1.35,13,1,12,0,0.077,1
3j9c,A7,1.4,13,1,12,0,0.077,1
3j9c,A7,1.45,13,1,12,0,0.077,1
3j9c,A7,1.5,13,1,12,0,0.077,1
3j9c,A7,1.55,14,1,13,0,0.071,1
3j9c,A7,1.6,14,1,13,0,0.071,1
3j9c,A7,1.65,14,1,13,0,0.071,1
3j9c,A7,1.7,14,1,13,0,0.071,1
3j9c,A7,1.75,15,1,14,0,0.067,1
3j9c,A7,1.8,15,1,14,0,0.067,1
3j9c,A7,1.85,15,1,14,0,0.067,1
3j9c,A7,1.9,16,1,15,0,0.063,1
3j9c,A7,1.95,16,1,15,0,0.063,1
5i68,A8,0.05,1,1,0,0,1.000,1
5i68,A8,0.1,1,1,0,0,1.000,1
5i68,A8,0.15,3,1,2,0,0.333,1
5i68,A8,0.2,3,1,2,0,0.333,1
5i68,A8,0.25,4,1,3,0,0.250,1
5i68,A8,0.3,5,1,4,0,0.200,1
5i68,A8,0.35,6,1,5,0,0.167,1
5i68,A8,0.4,7,1,6,0,0.143,1
5i68,A8,0.45,7,1,6,0,0.143,1
5i68,A8,0.5,8,1,7,0,0.125,1
5i68,A8,0.55,9,1,8,0,0.111,1
5i68,A8,0.6,10,1,9,0,0.100,1
5i68,A8,0.65,11,1,10,0,0.091,1
5i68,A8,0.7,11,1,10,0,0.091,1
5i68,A8,0.75,12,1,11,0,0.083,1
5i68,A8,0.8,13,1,12,0,0.077,1
5i68,A8,0.85,14,1,13,0,0.071,1
5i68,A8,0.9,15,1,14,0,0.067,1
5i68,A8,0.95,15,1,14,0,0.067,1
5i68,A8,1,16,1,15,0,0.063,1
5i68,A8,1.05,16,1,15,0,0.063,1
5i68,A8,1.1,17,1,16,0,0.059,1
5i68,A8,1.15,17,1,16,0,0.059,1
5i68,A8,1.2,17,1,16,0,0.059,1
5i68,A8,1.25,18,1,17,0,0.056,1
5i68,A8,1.3,18,1,17,0,0.056,1
5i68,A8,1.35,19,1,18,0,0.053,1
5i68,A8,1.4,19,1,18,0,0.053,1
5i68,A8,1.45,19,1,18,0,0.053,1
5i68,A8,1.5,20,1,19,0,0.050,1
5i68,A8,1.55,20,1,19,0,0.050,1
5i68,A8,1.6,21,1,20,0,0.048,1
5i68,A8,1.65,21,1,20,0,0.048,1
5i68,A8,1.7,22,1,21,0,0.045,1
5i68,A8,1.75,22,1,21,0,0.045,1
5i68,A8,1.8,22,1,21,0,0.045,1
5i68,A8,1.85,23,1,22,0,0.043,1
5i68,A8,1.9,23,1,22,0,0.043,1
5i68,A8,1.95,24,1,23,0,0.042,1
5fkx,A10,0.05,2,0,2,1,0.000,0
5fkx,A10,0.1,2,0,2,1,0.000,0
5fkx,A10,0.15,4,0,4,1,0.000,0
5fkx,A10,0.2,6,0,6,1,0.000,0
5fkx,A10,0.25,8,0,8,1,0.000,0
5fkx,A10,0.3,8,0,8,1,0.000,0
5fkx,A10,0.35,10,1,9,0,0.100,1
5fkx,A10,0.4,12,1,11,0,0.083,1
5fkx,A10,0.45,14,1,13,0,0.071,1
5fkx,A10,0.5,14,1,13,0,0.071,1
5fkx,A10,0.55,16,1,15,0,0.063,1
5fkx,A10,0.6,18,1,17,0,0.056,1
5fkx,A10,0.65,18,1,17,0,0.056,1
5fkx,A10,0.7,20,1,19,0,0.050,1
5fkx,A10,0.75,22,1,21,0,0.045,1
5fkx,A10,0.8,24,1,23,0,0.042,1
5fkx,A10,0.85,24,1,23,0,0.042,1
5fkx,A10,0.9,26,1,25,0,0.038,1
5fkx,A10,0.95,28,1,27,0,0.036,1
5fkx,A10,1,29,1,28,0,0.034,1
5fkx,A10,1.05,29,1,28,0,0.034,1
5fkx,A10,1.1,30,1,29,0,0.033,1
5fkx,A10,1.15,31,1,30,0,0.032,1
5fkx,A10,1.2,31,1,30,0,0.032,1
5fkx,A10,1.25,32,1,31,0,0.031,1
5fkx,A10,1.3,33,1,32,0,0.030,1
5fkx,A10,1.35,34,1,33,0,0.029,1
5fkx,A10,1.4,34,1,33,0,0.029,1
5fkx,A10,1.45,35,1,34,0,0.029,1
5fkx,A10,1.5,36,1,35,0,0.028,1
5fkx,A10,1.55,36,1,35,0,0.028,1
5fkx,A10,1.6,37,1,36,0,0.027,1
5fkx,A10,1.65,38,1,37,0,0.026,1
5fkx,A10,1.7,39,1,38,0,0.026,1
5fkx,A10,1.75,39,1,38,0,0.026,1
5fkx,A10,1.8,40,1,39,0,0.025,1
5fkx,A10,1.85,41,1,40,0,0.024,1
5fkx,A10,1.9,42,1,41,0,0.024,1
5fkx,A10,1.95,42,1,41,0,0.024,1
3jd6,A16,0.05,3,0,3,1,0.000,0
3jd6,A16,0.1,5,0,5,1,0.000,0
3jd6,A16,0.15,7,0,7,1,0.000,0
3jd6,A16,0.2,9,0,9,1,0.000,0
3jd6,A16,0.25,11,0,11,1,0.000,0
3jd6,A16,0.3,13,1,12,0,0.077,1
3jd6,A16,0.35,15,1,14,0,0.067,1
3jd6,A16,0.4,17,1,16,0,0.059,1
3jd6,A16,0.45,19,1,18,0,0.053,1
3jd6,A16,0.5,22,1,21,0,0.045,1
3jd6,A16,0.55,24,1,23,0,0.042,1
3jd6,A16,0.6,27,1,26,0,0.037,1
3jd6,A16,0.65,29,1,28,0,0.034,1
3jd6,A16,0.7,31,1,30,0,0.032,1
3jd6,A16,0.75,33,1,32,0,0.030,1
3jd6,A16,0.8,35,1,34,0,0.029,1
3jd6,A16,0.85,37,1,36,0,0.027,1
3jd6,A16,0.9,39,1,38,0,0.026,1
3jd6,A16,0.95,41,1,40,0,0.024,1
3jd6,A16,1,43,1,42,0,0.023,1
3jd6,A16,1.05,44,1,43,0,0.023,1
3jd6,A16,1.1,46,1,45,0,0.022,1
3jd6,A16,1.15,47,1,46,0,0.021,1
3jd6,A16,1.2,48,1,47,0,0.021,1
3jd6,A16,1.25,49,1,48,0,0.020,1
3jd6,A16,1.3,50,1,49,0,0.020,1
3jd6,A16,1.35,51,1,50,0,0.020,1
3jd6,A16,1.4,52,1,51,0,0.019,1
3jd6,A16,1.45,53,1,52,0,0.019,1
3jd6,A16,1.5,54,1,53,0,0.019,1
3jd6,A16,1.55,55,1,54,0,0.018,1
3jd6,A16,1.6,57,1,56,0,0.018,1
3jd6,A16,1.65,58,1,57,0,0.017,1
3jd6,A16,1.7,59,1,58,0,0.017,1
3jd6,A16,1.75,60,1,59,0,0.017,1
3jd6,A16,1.8,61,1,60,0,0.016,1
3jd6,A16,1.85,62,1,61,0,0.016,1
3jd6,A16,1.9,63,1,62,0,0.016,1
3jd6,A16,1.95,64,1,63,0,0.016,1
3b8k,A100,0.05,10,1,9,0,0.100,1
3b8k,A100,0.1,21,1,20,0,0.048,1
3b8k,A100,0.15,31,1,30,0,0.032,1
3b8k,A100,0.2,41,1,40,0,0.024,1
3b8k,A100,0.25,52,1,51,0,0.019,1
3b8k,A100,0.3,62,1,61,0,0.016,1
3b8k,A100,0.35,72,1,71,0,0.014,1
3b8k,A100,0.4,83,1,82,0,0.012,1
3b8k,A100,0.45,93,1,92,0,0.011,1
3b8k,A100,0.5,103,1,102,0,0.010,1
3b8k,A100,0.55,114,1,113,0,0.009,1
3b8k,A100,0.6,124,1,123,0,0.008,1
3b8k,A100,0.65,134,1,133,0,0.007,1
3b8k,A100,0.7,145,1,144,0,0.007,1
3b8k,A100,0.75,155,1,154,0,0.006,1
3b8k,A100,0.8,165,1,164,0,0.006,1
3b8k,A100,0.85,176,1,175,0,0.006,1
3b8k,A100,0.9,186,1,185,0,0.005,1
3b8k,A100,0.95,196,1,195,0,0.005,1
3b8k,A100,1,206,1,205,0,0.005,1
3b8k,A100,1.05,211,1,210,0,0.005,1
3b8k,A100,1.1,216,1,215,0,0.005,1
3b8k,A100,1.15,222,1,221,0,0.005,1
3b8k,A100,1.2,227,1,226,0,0.004,1
3b8k,A100,1.25,232,1,231,0,0.004,1
3b8k,A100,1.3,237,1,236,0,0.004,1
3b8k,A100,1.35,242,1,241,0,0.004,1
3b8k,A100,1.4,247,1,246,0,0.004,1
3b8k,A100,1.45,252,1,251,0,0.004,1
3b8k,A100,1.5,258,1,257,0,0.004,1
3b8k,A100,1.55,263,1,262,0,0.004,1
3b8k,A100,1.6,268,1,267,0,0.004,1
3b8k,A100,1.65,273,1,272,0,0.004,1
3b8k,A100,1.7,278,1,277,0,0.004,1
3b8k,A100,1.75,283,1,282,0,0.004,1
3b8k,A100,1.8,289,1,288,0,0.003,1
3b8k,A100,1.85,294,1,293,0,0.003,1
3b8k,A100,1.9,299,1,298,0,0.003,1
3b8k,A100,1.95,304,1,303,0,0.003,1
5k0z,A4,0.05,1,1,0,0,1.000,1
5k0z,A4,0.1,1,1,0,0,1.000,1
5k0z,A4,0.15,1,1,0,0,1.000,1
5k0z,A4,0.2,2,1,1,0,0.500,1
5k0z,A4,0.25,2,1,1,0,0.500,1
5k0z,A4,0.3,3,1,2,0,0.333,1
5k0z,A4,0.35,3,1,2,0,0.333,1
5k0z,A4,0.4,3,1,2,0,0.333,1
5k0z,A4,0.45,4,1,3,0,0.250,1
5k0z,A4,0.5,4,1,3,0,0.250,1
5k0z,A4,0.55,5,1,4,0,0.200,1
5k0z,A4,0.6,5,1,4,0,0.200,1
5k0z,A4,0.65,5,1,4,0,0.200,1
5k0z,A4,0.7,6,1,5,0,0.167,1
5k0z,A4,0.75,6,1,5,0,0.167,1
5k0z,A4,0.8,7,1,6,0,0.143,1
5k0z,A4,0.85,7,1,6,0,0.143,1
5k0z,A4,0.9,7,1,6,0,0.143,1
5k0z,A4,0.95,8,1,7,0,0.125,1
5k0z,A4,1,8,1,7,0,0.125,1
5k0z,A4,1.05,8,1,7,0,0.125,1
5k0z,A4,1.1,8,1,7,0,0.125,1
5k0z,A4,1.15,8,1,7,0,0.125,1
5k0z,A4,1.2,9,1,8,0,0.111,1
5k0z,A4,1.25,9,1,8,0,0.111,1
5k0z,A4,1.3,9,1,8,0,0.111,1
5k0z,A4,1.35,9,1,8,0,0.111,1
5k0z,A4,1.4,10,1,9,0,0.100,1
5k0z,A4,1.45,10,1,9,0,0.100,1
5k0z,A4,1.5,10,1,9,0,0.100,1
5k0z,A4,1.55,10,1,9,0,0.100,1
5k0z,A4,1.6,10,1,9,0,0.100,1
5k0z,A4,1.65,11,1,10,0,0.091,1
5k0z,A4,1.7,11,1,10,0,0.091,1
5k0z,A4,1.75,11,1,10,0,0.091,1
5k0z,A4,1.8,11,1,10,0,0.091,1
5k0z,A4,1.85,11,1,10,0,0.091,1
5k0z,A4,1.9,12,1,11,0,0.083,1
5k0z,A4,1.95,12,1,11,0,0.083,1
5jzh,A7,0.05,1,0,1,1,0.000,0
5jzh,A7,0.1,2,0,2,1,0.000,0
5jzh,A7,0.15,3,0,3,1,0.000,0
5jzh,A7,0.2,5,0,5,1,0.000,0
5jzh,A7,0.25,5,0,5,1,0.000,0
5jzh,A7,0.3,7,1,6,0,0.143,1
5jzh,A7,0.35,7,1,6,0,0.143,1
5jzh,A7,0.4,9,1,8,0,0.111,1
5jzh,A7,0.45,10,1,9,0,0.100,1
5jzh,A7,0.5,11,1,10,0,0.091,1
5jzh,A7,0.55,12,1,11,0,0.083,1
5jzh,A7,0.6,13,1,12,0,0.077,1
5jzh,A7,0.65,14,1,13,0,0.071,1
5jzh,A7,0.7,15,1,14,0,0.067,1
5jzh,A7,0.75,16,1,15,0,0.063,1
5jzh,A7,0.8,17,1,16,0,0.059,1
5jzh,A7,0.85,19,1,18,0,0.053,1
5jzh,A7,0.9,19,1,18,0,0.053,1
5jzh,A7,0.95,21,1,20,0,0.048,1
5jzh,A7,1,21,1,20,0,0.048,1
5jzh,A7,1.05,22,1,21,0,0.045,1
5jzh,A7,1.1,22,1,21,0,0.045,1
5jzh,A7,1.15,23,1,22,0,0.043,1
5jzh,A7,1.2,23,1,22,0,0.043,1
5jzh,A7,1.25,24,1,23,0,0.042,1
5jzh,A7,1.3,24,1,23,0,0.042,1
5jzh,A7,1.35,25,1,24,0,0.040,1
5jzh,A7,1.4,26,1,25,0,0.038,1
5jzh,A7,1.45,26,1,25,0,0.038,1
5jzh,A7,1.5,27,1,26,0,0.037,1
5jzh,A7,1.55,27,1,26,0,0.037,1
5jzh,A7,1.6,28,1,27,0,0.036,1
5jzh,A7,1.65,28,1,27,0,0.036,1
5jzh,A7,1.7,29,1,28,0,0.034,1
5jzh,A7,1.75,29,1,28,0,0.034,1
5jzh,A7,1.8,30,1,29,0,0.033,1
5jzh,A7,1.85,30,1,29,0,0.033,1
5jzh,A7,1.9,31,1,30,0,0.032,1
5jzh,A7,1.95,31,1,30,0,0.032,1
6bo4,A4,0.05,0,0,0,1,#DIV/0!,0
6bo4,A4,0.1,0,0,0,1,#DIV/0!,0
6bo4,A4,0.15,1,0,1,1,0.000,0
6bo4,A4,0.2,2,1,1,0,0.500,1
6bo4,A4,0.25,2,1,1,0,0.500,1
6bo4,A4,0.3,2,1,1,0,0.500,1
6bo4,A4,0.35,2,1,1,0,0.500,1
6bo4,A4,0.4,2,1,1,0,0.500,1
6bo4,A4,0.45,3,1,2,0,0.333,1
6bo4,A4,0.5,4,1,3,0,0.250,1
6bo4,A4,0.55,4,1,3,0,0.250,1
6bo4,A4,0.6,4,1,3,0,0.250,1
6bo4,A4,0.65,4,1,3,0,0.250,1
6bo4,A4,0.7,4,1,3,0,0.250,1
6bo4,A4,0.75,5,1,4,0,0.200,1
6bo4,A4,0.8,6,1,5,0,0.167,1
6bo4,A4,0.85,6,1,5,0,0.167,1
6bo4,A4,0.9,6,1,5,0,0.167,1
6bo4,A4,0.95,6,1,5,0,0.167,1
6bo4,A4,1,6,1,5,0,0.167,1
6bo4,A4,1.05,6,1,5,0,0.167,1
6bo4,A4,1.1,7,1,6,0,0.143,1
6bo4,A4,1.15,7,1,6,0,0.143,1
6bo4,A4,1.2,7,1,6,0,0.143,1
6bo4,A4,1.25,7,1,6,0,0.143,1
6bo4,A4,1.3,7,1,6,0,0.143,1
6bo4,A4,1.35,7,1,6,0,0.143,1
6bo4,A4,1.4,8,1,7,0,0.125,1
6bo4,A4,1.45,8,1,7,0,0.125,1
6bo4,A4,1.5,8,1,7,0,0.125,1
6bo4,A4,1.55,8,1,7,0,0.125,1
6bo4,A4,1.6,8,1,7,0,0.125,1
6bo4,A4,1.65,8,1,7,0,0.125,1
6bo4,A4,1.7,9,1,8,0,0.111,1
6bo4,A4,1.75,9,1,8,0,0.111,1
6bo4,A4,1.8,9,1,8,0,0.111,1
6bo4,A4,1.85,9,1,8,0,0.111,1
6bo4,A4,1.9,9,1,8,0,0.111,1
6bo4,A4,1.95,9,1,8,0,0.111,1
6mgv,A2,0.05,0,0,0,1,#DIV/0!,0
6mgv,A2,0.1,1,1,0,0,1.000,1
6mgv,A2,0.15,1,1,0,0,1.000,1
6mgv,A2,0.2,1,1,0,0,1.000,1
6mgv,A2,0.25,1,1,0,0,1.000,1
6mgv,A2,0.3,1,1,0,0,1.000,1
6mgv,A2,0.35,1,1,0,0,1.000,1
6mgv,A2,0.4,2,1,1,0,0.500,1
6mgv,A2,0.45,2,1,1,0,0.500,1
6mgv,A2,0.5,2,1,1,0,0.500,1
6mgv,A2,0.55,3,1,2,0,0.333,1
6mgv,A2,0.6,3,1,2,0,0.333,1
6mgv,A2,0.65,3,1,2,0,0.333,1
6mgv,A2,0.7,3,1,2,0,0.333,1
6mgv,A2,0.75,3,1,2,0,0.333,1
6mgv,A2,0.8,3,1,2,0,0.333,1
6mgv,A2,0.85,4,1,3,0,0.250,1
6mgv,A2,0.9,4,1,3,0,0.250,1
6mgv,A2,0.95,4,1,3,0,0.250,1
6mgv,A2,1,4,1,3,0,0.250,1
6mgv,A2,1.05,4,1,3,0,0.250,1
6mgv,A2,1.1,4,1,3,0,0.250,1
6mgv,A2,1.15,4,1,3,0,0.250,1
6mgv,A2,1.2,4,1,3,0,0.250,1
6mgv,A2,1.25,4,1,3,0,0.250,1
6mgv,A2,1.3,5,1,4,0,0.200,1
6mgv,A2,1.35,5,1,4,0,0.200,1
6mgv,A2,1.4,5,1,4,0,0.200,1
6mgv,A2,1.45,5,1,4,0,0.200,1
6mgv,A2,1.5,5,1,4,0,0.200,1
6mgv,A2,1.55,5,1,4,0,0.200,1
6mgv,A2,1.6,5,1,4,0,0.200,1
6mgv,A2,1.65,5,1,4,0,0.200,1
6mgv,A2,1.7,5,1,4,0,0.200,1
6mgv,A2,1.75,6,1,5,0,0.167,1
6mgv,A2,1.8,6,1,5,0,0.167,1
6mgv,A2,1.85,6,1,5,0,0.167,1
6mgv,A2,1.9,6,1,5,0,0.167,1
6mgv,A2,1.95,6,1,5,0,0.167,1
